size,sizeNext,swab_id,time,Day,individual,density,weight,svl,sex,ze_tadpoles,tank_num,ze_frogs,num_infected,cum_ze_frogs,cum_ze_tadpoles
13.992,30.576,MDF5_13_Sep18,7.0,60.0,MDF5_13,16.0,7.7,41.8, M,2159.672,5.0,4809.656,16.0,256259.008,37966.7352
30.576,10.36,MDF5_13_Sep24,6.0,66.0,MDF5_13,16.0,7.7,42.1, M,92.072,5.0,1998.272,16.0,258257.28,38058.8072
10.36,3.136,MDF5_13_Oct1,8.0,74.0,MDF5_13,16.0,7.9,42.8, M,4.056,5.0,3552.496,16.0,261809.776,38062.8632
3.136,2.536,MDF5_13_Dec4,63.0,137.0,MDF5_13,16.0,7.7,43.1, M,30.68,5.0,706.08,12.0,262515.856,38093.5432
0.0,0.0,MDF5_14_Jul25,5.0,5.0,MDF5_14,16.0,8.3,43.3, M,9039.6872,5.0,0.0,4.0,0.0,9039.6872
0.0,0.0,MDF5_14_Jul31,6.0,11.0,MDF5_14,16.0,8.3,41.3, M,1542.472,5.0,0.0,0.0,0.0,10582.1592
0.0,39.464,MDF5_14_Aug8,8.0,19.0,MDF5_14,16.0,6.6,45.7, M,12419.168,5.0,9.08,2.0,9.08,23001.3272
39.464,69.136,MDF5_14_Aug13,5.0,24.0,MDF5_14,16.0,6.8,43.7, M,5893.688,5.0,3077.536,14.0,3086.616,28895.0152
69.136,34123.048,MDF5_14_Aug21,7.0,31.0,MDF5_14,16.0,7.9,42.6, M,3976.616,5.0,5609.696,16.0,8696.312,32871.6312
34123.048,10046.32,MDF5_14_Aug27,6.0,37.0,MDF5_14,16.0,8.1,40.5, M,534.816,5.0,155845.456,16.0,164541.768,33406.4472
10046.32,202.616,MDF5_14_Sep3,8.0,45.0,MDF5_14,16.0,8.2,42.5, M,2067.32,5.0,70703.296,14.0,235245.064,35473.7672
202.616,2.2,MDF5_14_Sep11,8.0,53.0,MDF5_14,16.0,7.7,40.6, M,333.296,5.0,16204.288,16.0,251449.352,35807.0632
2.2,12.584,MDF5_14_Sep18,7.0,60.0,MDF5_14,16.0,7.7,42.6, M,2159.672,5.0,4809.656,16.0,256259.008,37966.7352
12.584,9.784,MDF5_14_Sep24,6.0,66.0,MDF5_14,16.0,8.8,42.5, M,92.072,5.0,1998.272,16.0,258257.28,38058.8072
9.784,6.736,MDF5_14_Oct1,8.0,74.0,MDF5_14,16.0,9.3,40.6, M,4.056,5.0,3552.496,16.0,261809.776,38062.8632
6.736,0.0,MDF5_14_Dec4,63.0,137.0,MDF5_14,16.0,8.9,41.4, M,30.68,5.0,706.08,12.0,262515.856,38093.5432
0.0,0.0,MDF5_15_Jul25,5.0,5.0,MDF5_15,16.0,7.4,41.7, F,9039.6872,5.0,0.0,4.0,0.0,9039.6872
0.0,0.0,MDF5_15_Jul31,6.0,11.0,MDF5_15,16.0,7.1,41.1, F,1542.472,5.0,0.0,0.0,0.0,10582.1592
0.0,3.232,MDF5_15_Aug8,8.0,19.0,MDF5_15,16.0,6.1,39.2, F,12419.168,5.0,9.08,2.0,9.08,23001.3272
3.232,58.928,MDF5_15_Aug13,5.0,24.0,MDF5_15,16.0,5.9,41.9, F,5893.688,5.0,3077.536,14.0,3086.616,28895.0152
58.928,21653.336,MDF5_15_Aug21,7.0,31.0,MDF5_15,16.0,5.8,42.6, F,3976.616,5.0,5609.696,16.0,8696.312,32871.6312
21653.336,1678.392,MDF5_15_Aug27,6.0,37.0,MDF5_15,16.0,6.0,42.8, F,534.816,5.0,155845.456,16.0,164541.768,33406.4472
1678.392,1051.04,MDF5_15_Sep3,8.0,45.0,MDF5_15,16.0,6.2,41, F,2067.32,5.0,70703.296,14.0,235245.064,35473.7672
1051.04,29.616,MDF5_15_Sep11,8.0,53.0,MDF5_15,16.0,6.3,41, F,333.296,5.0,16204.288,16.0,251449.352,35807.0632
29.616,56.968,MDF5_15_Sep18,7.0,60.0,MDF5_15,16.0,6.2,40.2, F,2159.672,5.0,4809.656,16.0,256259.008,37966.7352
56.968,15.632,MDF5_15_Sep24,6.0,66.0,MDF5_15,16.0,6.3,39.9, F,92.072,5.0,1998.272,16.0,258257.28,38058.8072
15.632,0.0,MDF5_15_Oct1,8.0,74.0,MDF5_15,16.0,6.6,41.5, F,4.056,5.0,3552.496,16.0,261809.776,38062.8632
0.0,0.0,MDF5_15_Dec4,63.0,137.0,MDF5_15,16.0,6.4,40, F,30.68,5.0,706.08,12.0,262515.856,38093.5432
0.0,0.0,MDF5_16_Jul25,5.0,5.0,MDF5_16,16.0,8.8,44, M,9039.6872,5.0,0.0,4.0,0.0,9039.6872
0.0,0.0,MDF5_16_Jul31,6.0,11.0,MDF5_16,16.0,8.6,44, M,1542.472,5.0,0.0,0.0,0.0,10582.1592
0.0,367.464,MDF5_16_Aug8,8.0,19.0,MDF5_16,16.0,7.2,40.1, M,12419.168,5.0,9.08,2.0,9.08,23001.3272
367.464,168.296,MDF5_16_Aug13,5.0,24.0,MDF5_16,16.0,6.5,42.3, M,5893.688,5.0,3077.536,14.0,3086.616,28895.0152
168.296,13150.408,MDF5_16_Aug21,7.0,31.0,MDF5_16,16.0,6.4,41.7, M,3976.616,5.0,5609.696,16.0,8696.312,32871.6312
13150.408,3201.8,MDF5_16_Aug27,6.0,37.0,MDF5_16,16.0,7.5,43.6, M,534.816,5.0,155845.456,16.0,164541.768,33406.4472
3201.8,4010.424,MDF5_16_Sep3,8.0,45.0,MDF5_16,16.0,7.5,43.1, M,2067.32,5.0,70703.296,14.0,235245.064,35473.7672
4010.424,130.536,MDF5_16_Sep11,8.0,53.0,MDF5_16,16.0,7.9,41.8, M,333.296,5.0,16204.288,16.0,251449.352,35807.0632
130.536,25.024,MDF5_16_Sep18,7.0,60.0,MDF5_16,16.0,7.5,41.6, M,2159.672,5.0,4809.656,16.0,256259.008,37966.7352
25.024,395.736,MDF5_16_Sep24,6.0,66.0,MDF5_16,16.0,7.6,43.6, M,92.072,5.0,1998.272,16.0,258257.28,38058.8072
395.736,16.576,MDF5_16_Oct1,8.0,74.0,MDF5_16,16.0,8.3,43.1, M,4.056,5.0,3552.496,16.0,261809.776,38062.8632
16.576,0.0,MDF5_16_Dec4,63.0,137.0,MDF5_16,16.0,7.4,43, M,30.68,5.0,706.08,12.0,262515.856,38093.5432
0.0,0.0,MDF6_1_Jul25,5.0,5.0,MDF6_1,4.0,9.0,43.2, M,602.848,6.0,0.0,0.0,0.0,602.848
0.0,0.0,MDF6_1_Jul31,6.0,11.0,MDF6_1,4.0,8.2,41.1, M,4078.928,6.0,0.0,0.0,0.0,4681.776
0.0,0.0,MDF6_1_Aug8,8.0,19.0,MDF6_1,4.0,6.8,42.9, M,574.888,6.0,0.0,0.0,0.0,5256.664
0.0,0.0,MDF6_1_Aug13,5.0,24.0,MDF6_1,4.0,7.8,42.25, M,2785.448,6.0,53.752,3.0,53.752,8042.112
0.0,39.784,MDF6_1_Aug21,7.0,31.0,MDF6_1,4.0,8.5,44.5, M,9.984,6.0,29.048,2.0,82.8,8052.096
39.784,17.68,MDF6_1_Aug27,6.0,37.0,MDF6_1,4.0,9.0,43.9, M,32.592,6.0,2086.136,4.0,2168.936,8084.688
17.68,56.024,MDF6_1_Sep3,8.0,45.0,MDF6_1,4.0,9.4,42.6, M,411.392,6.0,2893.648,4.0,5062.584,8496.08
56.024,15.672,MDF6_1_Sep11,8.0,53.0,MDF6_1,4.0,8.1,42.9, M,112.824,6.0,318.784,4.0,5381.368,8608.904
15.672,13.88,MDF6_1_Sep18,7.0,60.0,MDF6_1,4.0,8.7,44.4, M,304.928,6.0,399.528,3.0,5780.896,8913.832
13.88,1.072,MDF6_1_Sep24,6.0,66.0,MDF6_1,4.0,9.3,42.8, M,4.352,6.0,444.984,4.0,6225.88,8918.184
1.072,0.0,MDF6_1_Oct1,8.0,74.0,MDF6_1,4.0,10.0,43.4, M,0.0,6.0,364.056,4.0,6589.936,8918.184
0.0,0.0,MDF6_1_Dec4,63.0,137.0,MDF6_1,4.0,9.0,43.2, M,5.744,6.0,12.496,2.0,6602.432,8923.928
0.0,0.0,MDF6_2_Jul25,5.0,5.0,MDF6_2,4.0,8.2,42.9, F,602.848,6.0,0.0,0.0,0.0,602.848
0.0,0.0,MDF6_2_Jul31,6.0,11.0,MDF6_2,4.0,7.3,41.6, F,4078.928,6.0,0.0,0.0,0.0,4681.776
0.0,0.648,MDF6_2_Aug8,8.0,19.0,MDF6_2,4.0,6.0,42.2, F,574.888,6.0,0.0,0.0,0.0,5256.664
0.648,27.696,MDF6_2_Aug13,5.0,24.0,MDF6_2,4.0,6.6,44.4, F,2785.448,6.0,53.752,3.0,53.752,8042.112
27.696,504.312,MDF6_2_Aug21,7.0,31.0,MDF6_2,4.0,6.4,45.4, F,9.984,6.0,29.048,2.0,82.8,8052.096
504.312,1903.496,MDF6_2_Aug27,6.0,37.0,MDF6_2,4.0,7.4,42.1, F,32.592,6.0,2086.136,4.0,2168.936,8084.688
1903.496,125.328,MDF6_2_Sep3,8.0,45.0,MDF6_2,4.0,8.5,43.9, F,411.392,6.0,2893.648,4.0,5062.584,8496.08
125.328,0.0,MDF6_2_Sep11,8.0,53.0,MDF6_2,4.0,8.0,42.1, F,112.824,6.0,318.784,4.0,5381.368,8608.904
0.0,5.888,MDF6_2_Sep18,7.0,60.0,MDF6_2,4.0,9.2,42.7, F,304.928,6.0,399.528,3.0,5780.896,8913.832
5.888,1.696,MDF6_2_Sep24,6.0,66.0,MDF6_2,4.0,9.1,43, F,4.352,6.0,444.984,4.0,6225.88,8918.184
1.696,5.904,MDF6_2_Oct1,8.0,74.0,MDF6_2,4.0,8.7,43, F,0.0,6.0,364.056,4.0,6589.936,8918.184
5.904,0.0,MDF6_2_Dec4,63.0,137.0,MDF6_2,4.0,8.3,42.1, F,5.744,6.0,12.496,2.0,6602.432,8923.928
0.0,0.0,MDF6_3_Jul25,5.0,5.0,MDF6_3,4.0,7.0,42.7, M,602.848,6.0,0.0,0.0,0.0,602.848
0.0,0.0,MDF6_3_Jul31,6.0,11.0,MDF6_3,4.0,5.5,43.4, M,4078.928,6.0,0.0,0.0,0.0,4681.776
0.0,3.096,MDF6_3_Aug8,8.0,19.0,MDF6_3,4.0,5.7,42.9, M,574.888,6.0,0.0,0.0,0.0,5256.664
3.096,0.0,MDF6_3_Aug13,5.0,24.0,MDF6_3,4.0,5.5,44, M,2785.448,6.0,53.752,3.0,53.752,8042.112
0.0,1404.848,MDF6_3_Aug21,7.0,31.0,MDF6_3,4.0,5.6,43.4, M,9.984,6.0,29.048,2.0,82.8,8052.096
1404.848,3.168,MDF6_3_Aug27,6.0,37.0,MDF6_3,4.0,7.1,42.7, M,32.592,6.0,2086.136,4.0,2168.936,8084.688
3.168,135.848,MDF6_3_Sep3,8.0,45.0,MDF6_3,4.0,6.0,40.3, M,411.392,6.0,2893.648,4.0,5062.584,8496.08
135.848,380.864,MDF6_3_Sep11,8.0,53.0,MDF6_3,4.0,6.2,41.9, M,112.824,6.0,318.784,4.0,5381.368,8608.904
380.864,424.04,MDF6_3_Sep18,7.0,60.0,MDF6_3,4.0,6.3,40, M,304.928,6.0,399.528,3.0,5780.896,8913.832
424.04,358.416,MDF6_3_Sep24,6.0,66.0,MDF6_3,4.0,6.4,41.1, M,4.352,6.0,444.984,4.0,6225.88,8918.184
358.416,0.0,MDF6_3_Oct1,8.0,74.0,MDF6_3,4.0,6.3,40.6, M,0.0,6.0,364.056,4.0,6589.936,8918.184
0.0,0.0,MDF6_3_Dec4,63.0,137.0,MDF6_3,4.0,5.9,41.1, M,5.744,6.0,12.496,2.0,6602.432,8923.928
0.0,0.0,MDF6_4_Jul25,5.0,5.0,MDF6_4,4.0,5.6,39.3, M,602.848,6.0,0.0,0.0,0.0,602.848
0.0,0.0,MDF6_4_Jul31,6.0,11.0,MDF6_4,4.0,6.0,40, M,4078.928,6.0,0.0,0.0,0.0,4681.776
0.0,50.008,MDF6_4_Aug8,8.0,19.0,MDF6_4,4.0,5.1,38, M,574.888,6.0,0.0,0.0,0.0,5256.664
50.008,1.352,MDF6_4_Aug13,5.0,24.0,MDF6_4,4.0,4.8,39.3, M,2785.448,6.0,53.752,3.0,53.752,8042.112
1.352,137.192,MDF6_4_Aug21,7.0,31.0,MDF6_4,4.0,5.0,38.9, M,9.984,6.0,29.048,2.0,82.8,8052.096
137.192,969.304,MDF6_4_Aug27,6.0,37.0,MDF6_4,4.0,5.9,41, M,32.592,6.0,2086.136,4.0,2168.936,8084.688
969.304,1.584,MDF6_4_Sep3,8.0,45.0,MDF6_4,4.0,5.2,37.4, M,411.392,6.0,2893.648,4.0,5062.584,8496.08
1.584,2.992,MDF6_4_Sep11,8.0,53.0,MDF6_4,4.0,5.2,38.2, M,112.824,6.0,318.784,4.0,5381.368,8608.904
2.992,1.176,MDF6_4_Sep18,7.0,60.0,MDF6_4,4.0,6.2,40, M,304.928,6.0,399.528,3.0,5780.896,8913.832
1.176,2.872,MDF6_4_Sep24,6.0,66.0,MDF6_4,4.0,5.3,39.2, M,4.352,6.0,444.984,4.0,6225.88,8918.184
2.872,6.592,MDF6_4_Oct1,8.0,74.0,MDF6_4,4.0,6.0,39.7, M,0.0,6.0,364.056,4.0,6589.936,8918.184
6.592,0.0,MDF6_4_Dec4,63.0,137.0,MDF6_4,4.0,5.9,39.8, M,5.744,6.0,12.496,2.0,6602.432,8923.928
0.0,0.0,MDF7_1_Jul25,5.0,5.0,MDF7_1,8.0,8.5,45.8, F,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_1_Jul31,6.0,11.0,MDF7_1,8.0,9.0,44.9, F,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,0.0,MDF7_1_Aug8,8.0,19.0,MDF7_1,8.0,7.9,45, F,213.024,7.0,15.704,1.0,15.704,1709.84
0.0,3.784,MDF7_1_Aug13,5.0,24.0,MDF7_1,8.0,8.7,46.5, F,9499.44,7.0,38.304,4.0,54.008,11209.28
3.784,184.808,MDF7_1_Aug21,7.0,31.0,MDF7_1,8.0,8.2,44.9, F,935.392,7.0,37.68,6.0,91.688,12144.672
184.808,1931.392,MDF7_1_Aug27,6.0,37.0,MDF7_1,8.0,9.7,46.6, F,102.12,7.0,23353.2,8.0,23444.888,12246.792
1931.392,1641.928,MDF7_1_Sep3,8.0,45.0,MDF7_1,8.0,8.8,46.9, F,1404.74,7.0,49971.0,8.0,73415.888,13651.532
1641.928,170.64,MDF7_1_Sep11,8.0,53.0,MDF7_1,8.0,8.7,44.1, F,476.608,7.0,22238.344,7.0,95654.232,14128.14
170.64,172.552,MDF7_1_Sep18,7.0,60.0,MDF7_1,8.0,9.5,45.8, F,1386.552,7.0,19435.472,8.0,115089.704,15514.692
172.552,39.352,MDF7_1_Sep24,6.0,66.0,MDF7_1,8.0,8.6,45.4, F,324.472,7.0,7810.28,8.0,122899.984,15839.164
39.352,0.0,MDF7_1_Oct1,8.0,74.0,MDF7_1,8.0,9.7,45.3, F,2828.272,7.0,527.976,8.0,123427.96,18667.436
0.0,0.0,MDF7_1_Dec4,63.0,137.0,MDF7_1,8.0,9.5,43.9, F,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_2_Jul25,5.0,5.0,MDF7_2,8.0,7.7,43.5, M,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_2_Jul31,6.0,11.0,MDF7_2,8.0,8.4,44.5, M,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,15.376,MDF7_2_Aug8,8.0,19.0,MDF7_2,8.0,8.5,42.9, M,213.024,7.0,15.704,1.0,15.704,1709.84
15.376,5.304,MDF7_2_Aug13,5.0,24.0,MDF7_2,8.0,7.1,42.5, M,9499.44,7.0,38.304,4.0,54.008,11209.28
5.304,12930.824,MDF7_2_Aug21,7.0,31.0,MDF7_2,8.0,7.3,45, M,935.392,7.0,37.68,6.0,91.688,12144.672
12930.824,29261.352,MDF7_2_Aug27,6.0,37.0,MDF7_2,8.0,8.5,41, M,102.12,7.0,23353.2,8.0,23444.888,12246.792
29261.352,8785.032,MDF7_2_Sep3,8.0,45.0,MDF7_2,8.0,7.4,41.3, M,1404.74,7.0,49971.0,8.0,73415.888,13651.532
8785.032,13651.784,MDF7_2_Sep11,8.0,53.0,MDF7_2,8.0,6.7,41.8, M,476.608,7.0,22238.344,7.0,95654.232,14128.14
13651.784,64.84,MDF7_2_Sep18,7.0,60.0,MDF7_2,8.0,8.2,42.6, M,1386.552,7.0,19435.472,8.0,115089.704,15514.692
64.84,37.584,MDF7_2_Sep24,6.0,66.0,MDF7_2,8.0,7.7,42.3, M,324.472,7.0,7810.28,8.0,122899.984,15839.164
37.584,11.432,MDF7_2_Oct1,8.0,74.0,MDF7_2,8.0,8.2,41.5, M,2828.272,7.0,527.976,8.0,123427.96,18667.436
11.432,0.0,MDF7_2_Dec4,63.0,137.0,MDF7_2,8.0,8.1,41.7, M,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_3_Jul25,5.0,5.0,MDF7_3,8.0,7.9,41.4, M,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_3_Jul31,6.0,11.0,MDF7_3,8.0,8.2,42.1, M,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,0.0,MDF7_3_Aug8,8.0,19.0,MDF7_3,8.0,7.2,44, M,213.024,7.0,15.704,1.0,15.704,1709.84
0.0,2.232,MDF7_3_Aug13,5.0,24.0,MDF7_3,8.0,7.3,41.5, M,9499.44,7.0,38.304,4.0,54.008,11209.28
2.232,1976.832,MDF7_3_Aug21,7.0,31.0,MDF7_3,8.0,7.8,44, M,935.392,7.0,37.68,6.0,91.688,12144.672
1976.832,170.824,MDF7_3_Aug27,6.0,37.0,MDF7_3,8.0,9.1,42.9, M,102.12,7.0,23353.2,8.0,23444.888,12246.792
170.824,1680.136,MDF7_3_Sep3,8.0,45.0,MDF7_3,8.0,8.4,43, M,1404.74,7.0,49971.0,8.0,73415.888,13651.532
1680.136,22.496,MDF7_3_Sep11,8.0,53.0,MDF7_3,8.0,8.0,43.2, M,476.608,7.0,22238.344,7.0,95654.232,14128.14
22.496,24.912,MDF7_3_Sep18,7.0,60.0,MDF7_3,8.0,9.0,43.7, M,1386.552,7.0,19435.472,8.0,115089.704,15514.692
24.912,2.864,MDF7_3_Sep24,6.0,66.0,MDF7_3,8.0,7.9,43.1, M,324.472,7.0,7810.28,8.0,122899.984,15839.164
2.864,0.0,MDF7_3_Oct1,8.0,74.0,MDF7_3,8.0,8.7,43.6, M,2828.272,7.0,527.976,8.0,123427.96,18667.436
0.0,0.0,MDF7_3_Dec4,63.0,137.0,MDF7_3,8.0,8.5,42.1, M,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_4_Jul25,5.0,5.0,MDF7_4,8.0,7.7,42.9, M,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_4_Jul31,6.0,11.0,MDF7_4,8.0,7.0,42.5, M,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,9.92,MDF7_4_Aug8,8.0,19.0,MDF7_4,8.0,7.0,42.1, M,213.024,7.0,15.704,1.0,15.704,1709.84
9.92,20.736,MDF7_4_Aug13,5.0,24.0,MDF7_4,8.0,6.7,44.4, M,9499.44,7.0,38.304,4.0,54.008,11209.28
20.736,7553.952,MDF7_4_Aug21,7.0,31.0,MDF7_4,8.0,6.7,43.2, M,935.392,7.0,37.68,6.0,91.688,12144.672
7553.952,1338.624,MDF7_4_Aug27,6.0,37.0,MDF7_4,8.0,8.0,40.4, M,102.12,7.0,23353.2,8.0,23444.888,12246.792
1338.624,14.08,MDF7_4_Sep3,8.0,45.0,MDF7_4,8.0,7.1,41, M,1404.74,7.0,49971.0,8.0,73415.888,13651.532
14.08,13.792,MDF7_4_Sep11,8.0,53.0,MDF7_4,8.0,6.8,41.4, M,476.608,7.0,22238.344,7.0,95654.232,14128.14
13.792,29.936,MDF7_4_Sep18,7.0,60.0,MDF7_4,8.0,8.5,42.6, M,1386.552,7.0,19435.472,8.0,115089.704,15514.692
29.936,56.912,MDF7_4_Sep24,6.0,66.0,MDF7_4,8.0,7.6,41.2, M,324.472,7.0,7810.28,8.0,122899.984,15839.164
56.912,0.0,MDF7_4_Oct1,8.0,74.0,MDF7_4,8.0,7.3,40.9, M,2828.272,7.0,527.976,8.0,123427.96,18667.436
0.0,0.0,MDF7_4_Dec4,63.0,137.0,MDF7_4,8.0,7.0,40.4, M,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_5_Jul25,5.0,5.0,MDF7_5,8.0,5.9,36.4, F,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_5_Jul31,6.0,11.0,MDF7_5,8.0,5.4,38.5, F,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,8.016,MDF7_5_Aug8,8.0,19.0,MDF7_5,8.0,4.7,38.4, F,213.024,7.0,15.704,1.0,15.704,1709.84
8.016,0.0,MDF7_5_Aug13,5.0,24.0,MDF7_5,8.0,5.0,37.9, F,9499.44,7.0,38.304,4.0,54.008,11209.28
0.0,68.2,MDF7_5_Aug21,7.0,31.0,MDF7_5,8.0,5.0,40.5, F,935.392,7.0,37.68,6.0,91.688,12144.672
68.2,3357.744,MDF7_5_Aug27,6.0,37.0,MDF7_5,8.0,5.3,39.4, F,102.12,7.0,23353.2,8.0,23444.888,12246.792
3357.744,7498.232,MDF7_5_Sep3,8.0,45.0,MDF7_5,8.0,6.4,41, F,1404.74,7.0,49971.0,8.0,73415.888,13651.532
7498.232,4430.56,MDF7_5_Sep11,8.0,53.0,MDF7_5,8.0,5.6,38.7, F,476.608,7.0,22238.344,7.0,95654.232,14128.14
4430.56,6280.712,MDF7_5_Sep18,7.0,60.0,MDF7_5,8.0,6.8,41.2, F,1386.552,7.0,19435.472,8.0,115089.704,15514.692
6280.712,303.28,MDF7_5_Sep24,6.0,66.0,MDF7_5,8.0,5.7,38.6, F,324.472,7.0,7810.28,8.0,122899.984,15839.164
303.28,2.616,MDF7_5_Oct1,8.0,74.0,MDF7_5,8.0,6.2,38.2, F,2828.272,7.0,527.976,8.0,123427.96,18667.436
2.616,0.0,MDF7_5_Dec4,63.0,137.0,MDF7_5,8.0,5.3,37.8, F,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_6_Jul25,5.0,5.0,MDF7_6,8.0,7.0,41.1, M,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_6_Jul31,6.0,11.0,MDF7_6,8.0,6.4,40, M,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,0.0,MDF7_6_Aug8,8.0,19.0,MDF7_6,8.0,5.8,40.1, M,213.024,7.0,15.704,1.0,15.704,1709.84
0.0,4.416,MDF7_6_Aug13,5.0,24.0,MDF7_6,8.0,6.4,41.5, M,9499.44,7.0,38.304,4.0,54.008,11209.28
4.416,241.976,MDF7_6_Aug21,7.0,31.0,MDF7_6,8.0,6.1,41.8, M,935.392,7.0,37.68,6.0,91.688,12144.672
241.976,11242.84,MDF7_6_Aug27,6.0,37.0,MDF7_6,8.0,6.1,40, M,102.12,7.0,23353.2,8.0,23444.888,12246.792
11242.84,1372.168,MDF7_6_Sep3,8.0,45.0,MDF7_6,8.0,7.2,38.6, M,1404.74,7.0,49971.0,8.0,73415.888,13651.532
1372.168,274.096,MDF7_6_Sep11,8.0,53.0,MDF7_6,8.0,6.3,39.1, M,476.608,7.0,22238.344,7.0,95654.232,14128.14
274.096,449.12,MDF7_6_Sep18,7.0,60.0,MDF7_6,8.0,6.2,42.4, M,1386.552,7.0,19435.472,8.0,115089.704,15514.692
449.12,22.488,MDF7_6_Sep24,6.0,66.0,MDF7_6,8.0,6.7,39.8, M,324.472,7.0,7810.28,8.0,122899.984,15839.164
22.488,5.92,MDF7_6_Oct1,8.0,74.0,MDF7_6,8.0,7.1,39.7, M,2828.272,7.0,527.976,8.0,123427.96,18667.436
5.92,0.0,MDF7_6_Dec4,63.0,137.0,MDF7_6,8.0,7.0,39.8, M,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_7_Jul25,5.0,5.0,MDF7_7,8.0,7.7,42.6, M,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,0.0,MDF7_7_Jul31,6.0,11.0,MDF7_7,8.0,7.3,44.6, M,479.248,7.0,0.0,0.0,0.0,1496.816
0.0,0.0,MDF7_7_Aug8,8.0,19.0,MDF7_7,8.0,6.2,39.8, M,213.024,7.0,15.704,1.0,15.704,1709.84
0.0,0.0,MDF7_7_Aug13,5.0,24.0,MDF7_7,8.0,6.7,44.2, M,9499.44,7.0,38.304,4.0,54.008,11209.28
0.0,214.208,MDF7_7_Aug21,7.0,31.0,MDF7_7,8.0,6.3,42.3, M,935.392,7.0,37.68,6.0,91.688,12144.672
214.208,2432.704,MDF7_7_Aug27,6.0,37.0,MDF7_7,8.0,5.8,43.3, M,102.12,7.0,23353.2,8.0,23444.888,12246.792
2432.704,1246.768,MDF7_7_Sep3,8.0,45.0,MDF7_7,8.0,8.2,43.1, M,1404.74,7.0,49971.0,8.0,73415.888,13651.532
1246.768,160.984,MDF7_7_Sep11,8.0,53.0,MDF7_7,8.0,7.6,41.9, M,476.608,7.0,22238.344,7.0,95654.232,14128.14
160.984,259.2,MDF7_7_Sep18,7.0,60.0,MDF7_7,8.0,8.3,42.7, M,1386.552,7.0,19435.472,8.0,115089.704,15514.692
259.2,6.936,MDF7_7_Sep24,6.0,66.0,MDF7_7,8.0,7.8,42, M,324.472,7.0,7810.28,8.0,122899.984,15839.164
6.936,0.0,MDF7_7_Oct1,8.0,74.0,MDF7_7,8.0,8.3,41.5, M,2828.272,7.0,527.976,8.0,123427.96,18667.436
0.0,0.0,MDF7_7_Dec4,63.0,137.0,MDF7_7,8.0,7.9,40.7, M,7.376,7.0,19.968,3.0,123447.928,18674.812
0.0,0.0,MDF7_8_Jul25,5.0,5.0,MDF7_8,8.0,7.6,42.1, M,1017.568,7.0,0.0,0.0,0.0,1017.568
0.0,15.704,MDF7_8_Jul31,6.0,11.0,MDF7_8,8.0,7.2,44, M,479.248,7.0,0.0,0.0,0.0,1496.816
15.704,4.992,MDF7_8_Aug8,8.0,19.0,MDF7_8,8.0,7.7,41.7, M,213.024,7.0,15.704,1.0,15.704,1709.84
4.992,1.208,MDF7_8_Aug13,5.0,24.0,MDF7_8,8.0,7.0,42.2, M,9499.44,7.0,38.304,4.0,54.008,11209.28
1.208,182.4,MDF7_8_Aug21,7.0,31.0,MDF7_8,8.0,7.1,40.4, M,935.392,7.0,37.68,6.0,91.688,12144.672
182.4,235.52,MDF7_8_Aug27,6.0,37.0,MDF7_8,8.0,7.8,41.2, M,102.12,7.0,23353.2,8.0,23444.888,12246.792
235.52,0.0,MDF7_8_Sep3,8.0,45.0,MDF7_8,8.0,7.8,41.9, M,1404.74,7.0,49971.0,8.0,73415.888,13651.532
0.0,711.12,MDF7_8_Sep11,8.0,53.0,MDF7_8,8.0,7.1,40.8, M,476.608,7.0,22238.344,7.0,95654.232,14128.14
711.12,529.008,MDF7_8_Sep18,7.0,60.0,MDF7_8,8.0,8.5,41.7, M,1386.552,7.0,19435.472,8.0,115089.704,15514.692
529.008,58.56,MDF7_8_Sep24,6.0,66.0,MDF7_8,8.0,7.2,39, M,324.472,7.0,7810.28,8.0,122899.984,15839.164
58.56,0.0,MDF7_8_Oct1,8.0,74.0,MDF7_8,8.0,7.7,41.3, M,2828.272,7.0,527.976,8.0,123427.96,18667.436
0.0,0.0,MDF7_8_Dec4,63.0,137.0,MDF7_8,8.0,7.5,41.1, M,7.376,7.0,19.968,3.0,123447.928,18674.812
