size,sizeNext,swab_id,time,Day,individual,density,weight,svl,sex,ze_tadpoles,tank_num,ze_frogs,num_infected,cum_ze_frogs,cum_ze_tadpoles
0.0,0.016,MDF8_1_Jul25,5.0,5.0,MDF8_1,1.0,8.8,40.9, F,1202.648,8.0,0.0,0.0,0.0,1202.648
0.016,17.592,MDF8_1_Jul31,6.0,11.0,MDF8_1,1.0,5.4,40.4, F,11024.856,8.0,0.016,1.0,0.016,12227.504
17.592,,MDF8_1_AUG7,7.0,18.0,MDF8_1,1.0,4.9,38.2, F,5870.384,8.0,17.592,1.0,17.608,18097.888
0.0,20802.072,MDF8_1_Aug13,5.0,24.0,MDF8_1,1.0,5.4,38.2, F,8470.64,8.0,0.0,1.0,17.608,35039.168
20802.072,9389.792,MDF8_1_Aug21,7.0,31.0,MDF8_1,1.0,6.1,40.6, F,1454.336,8.0,20802.072,1.0,20819.68,36493.504
9389.792,36.064,MDF8_1_Aug27,6.0,37.0,MDF8_1,1.0,6.2,38.9, F,4359.216,8.0,9389.792,1.0,30209.472,40852.72
36.064,0.0,MDF8_1_Sep3,8.0,45.0,MDF8_1,1.0,6.4,38.9, F,1882.372,8.0,36.064,1.0,30245.536,42735.092
0.0,,MDF8_1_Sep11,8.0,53.0,MDF8_1,1.0,,, F,0.936,8.0,0.0,0.0,30245.536,42736.028
0.0,0.0,MDF9_1_Jul25,5.0,5.0,MDF9_1,1.0,6.7,42.4, F,3510.104,9.0,0.0,0.0,0.0,3510.104
0.0,0.0,MDF9_1_Jul31,6.0,11.0,MDF9_1,1.0,8.2,44.1, F,4289.52,9.0,0.0,0.0,0.0,7799.624
0.0,96.856,MDF9_1_Aug8,7.0,18.0,MDF9_1,1.0,8.8,44.6, F,131.448,9.0,0.0,0.0,0.0,7931.072
96.856,1849.648,MDF9_1_Aug14,7.0,25.0,MDF9_1,1.0,8.5,42.2, F,3245.416,9.0,96.856,1.0,96.856,11176.488
1849.648,7757.216,MDF9_1_Aug21,7.0,32.0,MDF9_1,1.0,8.3,42.7, F,5599.192,9.0,1849.648,1.0,1946.504,16775.68
7757.216,2180.304,MDF9_1_Aug27,5.0,37.0,MDF9_1,1.0,9.2,42.6, F,2525.584,9.0,7757.216,1.0,9703.72,19301.264
2180.304,17.712,MDF9_1_Sep3,9.0,46.0,MDF9_1,1.0,8.2,43.3, F,10970.76,9.0,2180.304,1.0,11884.024,30272.024
17.712,166.888,MDF9_1_Sep11,8.0,54.0,MDF9_1,1.0,7.0,40.3, F,0.0,9.0,17.712,1.0,11901.736,30272.024
166.888,71.576,MDF9_1_Sep18,7.0,61.0,MDF9_1,1.0,7.4,43.7, F,0.0,9.0,166.888,1.0,12068.624,30272.024
71.576,0.0,MDF9_1_Sep24,6.0,67.0,MDF9_1,1.0,6.7,41.9, F,1.664,9.0,71.576,1.0,12140.2,30273.688
0.0,0.0,MDF9_1_Oct1,7.0,74.0,MDF9_1,1.0,8.4,42.2, F,0.0,9.0,0.0,0.0,12140.2,30273.688
0.0,9.624,MDF9_1_Dec4,63.0,137.0,MDF9_1,1.0,9.1,42.6, F,0.0,9.0,0.0,0.0,12140.2,30273.688
